YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,Depth
749,1,25,0,0,0,0,0,0,0,IRAQ,IRAQ:  JAZIRAH:  NE OF THARTHAR RIVER,35,43.5,140,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,ISRAEL,ISRAEL:  PALESTINE; SYRIA:  HALAB; TURKEY:  ANTAKYA,31.2,34.2,140,0,0,0,0,0
763,0,0,0,0,0,7.6,0,7.6,0,IRAN,IRAN:  KHURASAN,33.3,59.3,140,0,0,0,0,0
766,7,20,0,0,0,6.5,0,0,0,JAPAN,JAPAN:  N. KAGOSHIMA BAY,31.6,130.7,30,0,0,0,0,0
777,0,0,0,0,0,0,0,0,0,CHINA,"CHINA:  HEBEI PROVINCE:  SHULU, NINGJIN",37.8,115.2,30,200,3,0,0,0
778,0,0,0,0,0,0,0,0,0,CHINA,CHINA:  HUNAN PROVINCE: HOANG KIN CHAN,28.1,111.4,30,0,3,0,0,0
778,0,0,0,0,0,5.6,0,0,0,ITALY,ITALY:  TREVISO,45.4,12.2,130,48,1,0,0,0
780,0,0,0,0,0,6.3,0,0,0,SOUTH KOREA,SOUTH KOREA:  KYONGJU,35.5,129.1,30,100,2,0,0,0
788,3,8,0,0,0,6.5,0,6.5,0,CHINA,"CHINA:  SHAANXI PROVINCE:  ANKANG, FANGXIAN",32.5,109.4,30,0,0,0,0,0
793,4,30,0,0,0,0,0,0,0,ITALY,ITALY:  VERONA,45.5,11,130,0,3,0,0,0
796,4,7,0,0,0,0,0,0,0,GREECE,GREECE:  CRETE,35,25,130,0,0,0,0,100
801,4,30,1,0,0,0,0,0,0,ITALY,ITALY:  ROMA (ROME),41.9,12.6,130,0,0,0,0,0
802,5,31,0,0,0,0,0,0,0,ITALY,ITALY:  PADOVA,45.4,11.9,130,0,0,0,0,0
803,12,19,0,0,0,0,0,0,0,TURKEY,TURKEY: GULF OF ISKENDERUN,36.95,35.6,140,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,UK,UNITED KINGDOM:  SCOTLAND:  ST ANDREWS,56.3,-2.8,120,1400,4,0,0,0
814,4,2,0,0,0,7,0,7,0,CHINA,CHINA:  SICHUAN PROVINCE:  XICHANG,27.9,102.2,30,101,3,0,0,0
818,5,15,0,0,0,7.5,0,7.5,0,AFGHANISTAN,AFGHANISTAN; INDIA:  HINDU-KUSH; KAZAHKSTAN:  BALKHA,36.8,66.2,40,0,3,0,0,50
818,8,0,0,0,0,7.9,0,7.9,0,JAPAN,JAPAN:  TOKKAIDO,35.2,139.3,30,0,3,0,0,0
820,8,19,0,0,0,0,0,0,0,CHINA,CHINA:  SHAANXI PROVINCE:  FAN CHONG,37.4,112.6,30,20,1,0,0,0
835,1,5,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA (ANTIOCH),36,36,140,0,0,0,0,0
838,11,23,0,0,0,0,0,0,0,UZBEKISTAN,UZBEKISTAN:  FERGANA,40.4,71.3,40,15000,4,0,0,0
842,10,24,0,0,0,0,0,0,0,UK,UNITED KINGDOM:  CHANNEL ISLANDS; GAUL,49.5,-2.5,120,0,0,0,0,0
844,9,18,0,0,0,0,0,0,0,SYRIA,SYRIA:  DIMASHQ (DAMASCUS); TURKEY:  ANTAKYA,33.5,36.3,140,50000,4,0,0,0
845,9,6,0,0,0,0,0,0,0,IRAQ,IRAQ:  AL-MAWSIL,36.2,43.1,140,50000,4,0,0,0
846,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA; LEBANON:  HIMS; IRAQ:  MOSUL,36.1,36.1,140,0,0,0,0,0
847,6,0,0,0,0,0,0,0,0,ITALY,"ITALY:  MOLISE, ISERNIA",41.6,14.2,130,0,0,0,0,0
847,11,24,0,0,0,0,0,0,0,SYRIA,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,140,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,IRAQ,IRAQ:  AL-MAWSIL,36.21,42.08,140,70000,4,0,0,0
850,7,15,0,0,0,0,0,0,0,IRAN,IRAN:  REY (RAY),35.3,51.2,140,45000,4,0,0,0
850,11,27,0,0,0,7,0,7,0,JAPAN,"JAPAN:  YOMAGATA, SHONAI",39,139.9,30,0,0,0,0,0
851,0,0,0,0,0,5.2,0,5.2,0,ARMENIA,ARMENIA:  DVIN,40,44.6,40,12000,4,0,0,10
853,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  BOIANO,41.5,14.5,130,0,0,0,0,0
854,6,2,0,0,0,0,0,0,0,TUNISIA,"TUNISIA:  KAIROUAN, TUNIS",35.7,10.1,15,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,ARMENIA,ARMENIA:  TOVIN,40,45,40,2000,4,0,0,0
854,0,0,0,0,0,0,0,0,0,FRANCE,"FRANCE:  CAMBRAI,TOURNAI,MAYENCE",50.1,3.1,120,0,0,0,0,0
855,5,22,0,0,0,0,0,0,0,IRAN,IRAN:  REY (RAY),35.3,51.2,140,0,3,0,0,0
856,1,0,0,0,0,4.5,0,4.5,0,ARMENIA,ARMENIA:  DVIN,40,44.6,40,0,0,0,0,10
856,12,3,0,0,0,0,0,0,0,TUNISIA,TUNISIA:  TUNIS,36.8,10.2,15,45000,4,0,0,0
856,12,22,0,0,0,7.9,0,7.9,0,IRAN,"IRAN:  DAMGHAN, QUMIS",36.2,54.3,140,200000,4,0,0,0
856,12,0,0,0,0,0,0,0,0,GREECE,"GREECE:  KORINTHOS,PATRAI (PATRAS)",37.9,22.9,130,45000,4,0,0,0
857,4,0,0,0,0,0,0,0,0,EGYPT,EGYPT,0,0,15,0,0,0,0,0
858,1,0,0,0,0,5.2,0,0,0,TURKEY,TURKEY; ARMENIA:  DVINA,40,44.6,140,12000,4,0,0,10
858,4,19,0,0,0,0,0,0,0,IRAN,IRAN:  TABRIZ,38,46.2,140,0,3,0,0,0
859,4,8,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA (ANTIOCH),36,36,140,0,3,0,0,0
860,5,23,0,0,0,0,0,0,0,IRAQ,IRAQ:  BAGHDAD,33,44.5,140,0,0,0,0,0
863,2,24,0,0,0,0,0,0,0,IRAN,IRAN:  REY (RAY),35.3,51.2,140,0,3,0,0,0
863,4,0,0,0,0,4.9,0,0,0,TURKEY,TURKEY; ARMENIA:  DVINA,40,44.6,140,0,3,0,0,10
863,7,10,0,0,0,7,0,7,0,JAPAN,"JAPAN: NAOETSU, NIIGATA PREFECTURE",37.1,138,30,0,3,0,0,0
863,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  TABRIZ; ARMENIA:  JEREVAN (ERIVAN),38,46.2,140,0,3,0,0,0
864,1,15,0,0,0,0,0,0,0,IRAN,IRAN:  REY,35.3,51.2,140,0,0,0,0,0
867,1,9,0,0,0,0,0,0,0,TURKEY,TURKEY,41,29,140,0,0,0,0,0
869,7,13,0,0,0,8.6,0,8.6,0,JAPAN,JAPAN:  SANRIKU,38.5,143.8,30,0,3,0,0,0
871,11,18,0,0,0,6.8,0,6.8,0,IRAN,IRAN:  SAIMAREH,33.2,47.2,140,20000,4,0,0,0
876,7,14,0,0,0,6.5,0,6.5,0,CHINA,CHINA:  NINGXIA: QINGTONGXIA,37.8,105.9,30,0,3,0,0,0
881,5,27,0,0,0,0,0,0,0,ALGERIA,ALGERIA-MOROCCO,30,-6,15,0,0,0,0,0
885,11,27,0,0,0,0,0,0,0,EGYPT,EGYPT:  AL-QAHIRAH (CAIRO),30,31.1,15,1000,3,0,0,0
887,8,2,0,0,0,6.5,0,6.5,0,JAPAN,JAPAN:  HONSHU:  NIIGATA,37.5,138.1,30,0,0,0,0,0
887,8,26,0,0,0,8.6,0,8.6,0,JAPAN,JAPAN:  NANKAIDO,33,135.3,30,0,2,0,0,0
891,0,0,0,0,0,6.3,0,0,0,IRAN,IRAN:  ARDABIL,38.3,48.3,140,0,0,0,0,20
893,12,24,0,0,0,0,0,0,0,ARMENIA,ARMENIA:  DVIN; IRAN:  ARDABIL,40,44.6,40,150000,4,0,0,10
894,0,0,0,0,0,5.3,0,0,0,ITALY,ITALY:  VERONA,45.3,11,130,0,2,0,0,0
896,9,4,0,0,0,0,0,0,0,MACEDONIA,BALKANS NW:  MACEDONIA,41.7,22.9,130,0,0,0,0,0
896,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  ROMA (ROME),41.9,12.6,130,0,3,0,0,0
898,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  REY (RAY),35.3,51.2,140,0,0,0,0,0
910,9,9,0,0,0,0,0,0,0,IRAQ,"IRAQ:  KUFAH,BAGHDAD",33.2,44.2,140,0,0,0,0,0
912,4,0,0,0,0,0,0,0,0,IRAN,IRAN:  DINAVAR,34.6,47.8,140,0,0,0,0,0
922,0,0,0,0,0,7,0,7,0,JAPAN,JAPAN:  KUMANONADA,33.8,136.7,30,0,0,0,0,0
942,6,0,0,0,0,6.7,0,0,0,UZBEKISTAN,UZBEKISTAN:  BUKHARA,39.7,64.5,40,0,0,0,0,20
942,9,15,0,0,0,0,0,0,0,IRAN,IRAN:  LADNESA,36,51.7,140,0,3,0,0,0
943,8,20,0,0,0,0,0,0,0,TURKMENISTAN,TURKMENISTAN:  NISA,38,58.3,40,5000,4,0,0,0
951,0,0,0,0,0,0,0,0,0,SYRIA,"SYRIA:  HALAB (ALEPPO),RAHBA,DULUK; TURKEY: ANTAKYA",36.1,37.1,140,0,0,0,0,0
953,8,20,0,0,0,7.1,0,0,0,TURKMENISTAN,TURKMENISTAN:  NISA,38,58.3,40,0,0,0,0,18
956,4,15,0,0,0,0,0,0,0,IRAN,IRAN:  HAMADAN,34.9,48.4,140,0,3,0,0,0
957,4,0,0,0,0,0,0,0,0,IRAQ,"IRAQ:  HALWAN; IRAN:  KEREND,QASR-E-SHIRIN",34.8,44.8,140,0,0,0,0,0
957,0,0,0,0,0,0,0,0,0,IRAN,"IRAN:  RAY, TALQAN",35.7,51.4,140,0,0,0,0,0
958,2,23,0,0,0,0,0,0,0,IRAN,IRAN:  REY (RAY); AFGHANISTAN: TALQAN,35.3,51.2,140,0,3,0,0,0
958,3,0,0,0,0,0,0,0,0,IRAQ,"IRAQ:  HALWAN,JALULA,KHANIKIN,BAGHDAD",33.2,44.2,140,0,0,0,0,0
963,7,22,0,0,0,0,0,0,0,ITALY,ITALY:  SICILY,38,15,130,0,3,0,0,0
972,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA (ANTIOCH); SYRIA,36.1,36.1,140,0,0,0,0,0
977,8,19,0,0,0,0,0,0,0,IRAN,IRAN:  TAHERI (SIRAF),27.4,52.2,140,0,0,0,0,0
978,6,17,0,0,0,5.3,0,5.3,0,IRAN,IRAN:  TAHERI (SIRAF),27.7,52.3,140,2000,4,0,0,0
985,2,10,0,0,0,0,0,0,0,ITALY,ITALY:  BENEVENTO,41.1,14.8,130,0,0,0,0,0
986,5,13,0,0,0,0,0,0,0,IRAQ,IRAQ:  AL-MAWSIL (MOSUL),36.2,43.1,140,0,3,0,0,0
990,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  BENEVENTO,41.1,14.8,130,0,0,0,0,0
991,4,5,0,0,0,0,0,0,0,SYRIA,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,140,0,0,0,0,0
999,8,23,0,0,0,0,0,0,0,CHINA,CHINA:  HUNAN PROVINCE,29,112,30,0,2,0,0,0
999,10,0,0,0,0,5.5,0,5.5,0,CHINA,CHINA:  JIANGSU PROVINCE:   CHANGZHOU,31.8,119.9,30,0,0,0,0,0
1000,1,0,0,0,0,0,0,0,0,SLOVENIA,BALKANS NW:  SLOVENIA:  LJUBLJANA,46,14.5,130,0,0,0,0,0
1000,4,30,0,0,0,0,0,0,0,CHINA,CHINA:  SHAANXI PROVINCE,35,110,30,62,2,0,0,0
1001,1,0,0,0,0,0,0,0,0,CHINA,CHINA:  SHAANXI PROVINCE:  TSIN,34.3,109,30,60,2,0,0,0
1001,0,0,0,0,0,6,0,0,0,ITALY,ITALY:  VERONA,45.3,11,130,0,3,0,0,0
1003,0,0,0,0,0,0,0,0,0,FRANCE,FRANCE:  BURGUNDY,47,6,120,0,0,0,0,0
1003,0,0,0,0,0,4.2,0,0,0,TURKEY,"TURKEY:  KARS, DIGOR, ANI (ARMENIA)",40.5,43.3,140,0,3,0,0,20
1007,9,17,0,0,0,0,0,0,0,IRAQ,"IRAN-IRAQ:  DINAVAR,BAGHDAD, TIGRIS-KTESIPHON",33.2,44.2,140,16000,4,0,0,0
1008,4,11,0,0,0,6.5,0,6.5,0,IRAN,IRAN-IRAQ:  DAINAWAR,27.665,52.348,140,16000,4,0,0,0
1010,3,9,0,0,0,0,0,0,0,TURKEY,TURKEY,41,29.5,140,0,0,0,0,0
1013,0,0,0,0,0,0,0,0,0,ICELAND,ICELAND:  SUDURLAND,64,-21,120,11,1,0,0,0
1021,5,12,10,0,0,0,0,0,0,SWITZERLAND,SWITZERLAND,47.5,7.6,120,0,0,0,0,0
1022,4,0,0,0,0,6.5,0,6.5,0,CHINA,CHINA:  SHAANXI PROVINCE:  DATONG,39.8,113.1,30,0,0,0,0,0
1026,6,16,0,0,0,7.5,0,7.5,0,JAPAN,"JAPAN:  OFF MASUDA, SHIMANE PREFECTURE",34.8,131.8,30,0,0,0,0,0
1033,12,5,0,0,0,0,0,0,0,SYRIA,"ISRAEL:  RAMALA, GAZA, NABLUS; EGYPT",33,35,140,70000,4,0,0,0
1036,7,0,0,0,0,5.7,0,0,0,NORTH KOREA,NORTH KOREA:  KAESONG,37.6,126.3,30,0,0,0,0,0
1037,12,0,0,0,0,0,0,0,0,CHINA,CHINA:  JIANGSU PROVINCE:  TAICHOU,32,119,30,22391,4,0,0,0
1038,1,9,0,0,0,7.3,0,7.3,0,CHINA,"CHINA:  SHAANXI PROVINCE:  DINGXIANG, XINXIAN",38.4,112.9,30,32300,4,0,0,0
1039,2,2,0,0,0,6.8,0,6.8,0,TURKEY,TURKEY:  ISTANBUL (CONSTANTINOPLE),38.4,27.3,140,0,3,0,0,0
1040,0,0,0,0,0,0,0,0,0,TUNISIA,TUNISIA:  AL-KAIRAWAN,35.7,10,15,0,0,0,0,0
1042,8,21,0,0,0,0,0,0,0,IRAN,IRAN:  TABRIZ,38,46.2,140,40000,4,0,0,0
1042,11,4,13,30,0,7.6,0,0,0,IRAN,IRAN:  TABRIZ,38.1,46.3,140,50000,4,0,0,15
1045,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY,39.7,39.5,140,0,0,0,0,0
1046,0,0,0,0,0,5.5,0,0,0,TURKEY,TURKEY:  ANI (ARMENIA),40.5,43.5,140,0,3,0,0,15
1048,0,0,0,0,0,0,0,0,0,UK,UNITED KINGDOM:  BRITIAN,52,0,120,0,3,0,0,0
1052,3,0,0,0,0,0,0,0,0,IRAN,"IRAN:  KHORASAN:  BAIHAQ, NISHAPUR",36,58.8,140,0,0,0,0,0
1052,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  KHUZESTAN:  ARRJAN,30.6,50.3,140,0,0,0,0,0
1057,0,0,0,0,0,6.8,0,6.8,0,CHINA,CHINA:  BEIJING,39.7,116.3,30,25000,4,0,0,0
1058,12,8,15,0,0,0,0,0,0,IRAQ,"IRAQ:  MOSUL, KIRKUK, HAMADAN, TIKRIT, WASIT, AMAH",34.3,44.7,140,0,3,0,0,0
1063,7,0,0,0,0,0,0,0,0,LEBANON,"LEBANON:  TARABULUS (TRIPOLIS), TYRE; TURKEY; IRAQ",34.3,35.5,140,0,3,0,0,0
1063,9,23,0,0,0,0,0,0,0,TURKEY,"TURKEY:  ISTANBUL,TRAKYA, ERDEK, IZNIK",40.4,28.9,140,0,0,0,0,0
1064,0,0,0,0,0,0,0,0,0,TURKEY,"TURKEY:  IZNIK,NICAEA",40.7,29.7,140,0,0,0,0,0
1065,1,21,0,0,0,0,0,0,0,ITALY,"ITALY:  SICILY:  CATANIA,MESSINA,MILAZZO,PALE",38.1,15.1,130,975,3,0,0,0
1065,12,3,0,0,0,0,0,0,0,IRAN,"IRAN:  KHORASAN,JABAL",35,58,140,0,3,0,0,0
1066,3,31,0,0,0,0,0,0,0,IRAN,IRAN:  KHORASAN,34,58,140,0,3,0,0,0
1067,11,0,0,0,0,6.8,0,6.8,0,CHINA,CHINA:  GUANGDONG PROVINCE,23.6,116.5,30,0,3,0,0,0
1068,3,18,0,0,0,0,0,0,0,ISRAEL,"ISRAEL:  RAMLA,PALESTINE,JERUSALEM,TABUK,KUFA,HALLA",29.5,34.95,140,0,3,0,0,0
1068,8,14,0,0,0,6,0,6,0,CHINA,"CHINA:  HEBEI PROVINCE:  CANGZHOU, HEJIAN",38.5,116.1,30,0,3,0,0,0
1070,2,25,0,0,0,0,0,0,0,EGYPT,EGYPT:  AL-QAHIRAH (CAIRO); ISRAEL:  JERUSALEM,30,31.1,15,0,0,0,0,0
1072,0,0,0,0,0,0,0,0,0,YEMEN,"YEMEN:  SANA, ZABID; SAUDI ARABIA:  MECCA",14.2,43.3,60,50,1,0,0,0
1076,0,0,0,0,0,0,0,0,0,SYRIA,SYRIA:  (MANY COUNTRIES),35,38,140,0,3,0,0,0
1082,12,6,0,0,0,0,0,0,0,TURKEY,TURKEY,40.5,28.5,140,0,0,0,0,0
1085,4,29,0,0,0,0,0,0,0,IRAN,"IRAN:  ARAJAN,KHUZESTAN",31,49,140,0,3,0,0,0
1085,4,29,0,0,0,0,0,0,0,TURKEY,TURKEY:  ERZURUM,39.9,41.1,140,0,3,0,0,0
1086,4,18,0,0,0,0,0,0,0,IRAQ,"IRAQ:  MESOPOTAMIA,JAZIRAH,BADHARAYA; SYRIA",34,44,140,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  SIRACUSA (SYRACUSE),37,15.3,130,1000,3,0,0,0
1088,4,22,0,0,0,5.3,0,0,0,GEORGIA,GEORGIA:  TMOGVI,41.4,43.2,40,0,3,0,0,10
1088,6,10,0,0,0,7,0,7,0,JAPAN,JAPAN:  SANRIKU,40.5,143,30,0,0,0,0,0
1089,0,0,0,0,0,0,0,0,0,SYRIA,SYRIA:  TUDMUR (PALMYRA),34.3,38.2,140,0,0,0,0,0
1091,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA (ANTIOCH); SYRIA,36.1,36.1,140,0,0,0,0,0
1096,12,17,0,0,0,8.4,0,8.4,0,JAPAN,JAPAN:  ENSHUNADA,34,137.5,30,400,3,0,0,0
1099,2,22,0,0,0,8.4,0,8.4,0,JAPAN,JAPAN:  NANKAIDO,33,135.5,30,0,0,0,0,0
1101,0,0,0,0,0,6.5,0,0,0,IRAN,IRAN:  KHORASAN,36,59,140,60000,4,0,0,10
1102,1,15,0,0,0,0,0,0,0,CHINA,"CHINA:  SHANXI PROVINCE:  CHIN,HSI TAI IN TAI,YUAN",37.5,112.6,30,0,3,0,0,0
1102,2,28,0,0,0,6.1,0,0,0,AFGHANISTAN,AFGHANISTAN:  GERAT,35,62.1,40,0,0,0,0,15
1106,0,0,0,0,0,0,0,0,0,TURKEY,"TURKEY:  ANTAKYA (ANTIOCH), AL-DAINOOR",36.2,36.1,140,0,0,0,0,0
1109,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA (ANTIOCH),36.2,36.1,140,0,0,0,0,0
1111,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  VAN,38.5,43.4,140,0,0,0,0,0
1114,3,12,0,0,0,0,0,0,0,TURKEY,"TURKEY:  SANAOSATA,GHISN-MANSUR,KNESUN,MARAS",37.5,38.5,140,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTAKYA (ANTIOCH); SYRIA:  HALAB (ALEPPO),36.1,36.1,140,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  VITERBO,42.42,12.1,130,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,IRAN,"IRAN:  HENGAM ISLAND,KISH ISLAND",26.4,55.5,140,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTIOCH; SYRIA: ALEPPO; ISRAEL: PALESTINE,36.1,36.1,140,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,TURKEY,"TURKEY:  HARRAN,KUFA,SAMSAT,EL-SUN",36.8,39,140,0,0,0,0,0
1117,1,3,21,30,0,0,0,0,0,ITALY,ITALY:  N,45.5,11,130,0,0,0,0,0
1117,3,1,0,0,0,0,0,0,0,ITALY,ITALY:  VENEZIA (VENICE) TO EMILIA,44.8,11.3,130,0,3,0,0,0
1118,0,0,0,0,0,0,0,0,0,UK,UNITED KINGDOM:  IRELAND:  SLIABH-ELPA,0,0,120,0,3,0,0,0
1119,12,10,0,0,0,6.5,0,0,0,IRAN,IRAN:  QAZVIN,36.2,50,140,0,0,0,0,0
1125,8,30,0,0,0,7,0,7,0,CHINA,CHINA:  GANSU PROVINCE,36.1,103.7,30,0,0,0,0,0
1125,10,11,0,0,0,0,0,0,0,ITALY,ITALY:  BENEVENTO,41.1,14.8,130,0,0,0,0,0
1130,2,12,0,0,0,0,0,0,0,IRAQ,"IRAQ:  AL-MAWSIL (MOSUL),JABAL,JAZIRAH",36.2,43.1,140,0,0,0,0,0
1130,2,28,0,0,0,0,0,0,0,IRAQ,IRAQ:  BAGHDAD,33.2,44.2,140,0,0,0,0,0
1137,9,19,0,0,0,0,0,0,0,IRAQ,"IRAQ-SYRIA:  MESOPOTAMIA, MOSUL",36.3,43.1,140,0,3,0,0,0
1137,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  SICILY:  CATANIA,37.3,15.1,130,15000,4,0,0,0
1139,0,0,0,0,0,0,0,0,0,AZERBAIJAN,AZERBAIJAN:  GYZNDZHA,40.3,46.3,40,230000,4,0,0,0
1143,4,0,0,0,0,6,0,6,0,CHINA,CHINA:  NINGXIA,38.5,106.3,30,10000,4,0,0,0
1149,5,11,0,0,0,0,0,0,0,IRAQ,IRAQ:  BAGHDAD,33.2,44.4,140,0,3,0,0,0
1151,0,0,0,0,0,6.2,0,0,0,SYRIA,SYRIA:  BUSRA,32.6,36.7,140,0,0,0,0,0
1151,0,0,0,0,0,0,0,0,0,PORTUGAL,PORTUGAL:  LISBON,38.7,-9.1,130,1000,3,0,0,0
1153,0,0,0,0,0,0,0,0,0,GREECE,GREECE-ALBANIA,39.8,20.1,130,0,0,0,0,0
1155,1,18,0,0,0,0,0,0,0,ITALY,ITALY:  BORGOGNE,45.8,8.1,130,0,3,0,0,0
1155,0,0,0,0,0,0,0,0,0,SYRIA,SYRIA:  DIMASHQ; TURKEY:ANTIOCH; LEBANON:TARABULUS,34.5,36.5,140,2000,4,0,0,0
1156,10,26,0,0,0,0,0,0,0,SYRIA,"SYRIA:  HALAB (ALEPPO), MALATICH",36.2,37.2,140,2000,4,0,0,0
1157,2,13,0,0,0,0,0,0,0,SYRIA,SYRIA:  HALAB (ALEPPO),35.1,36.3,140,8000,4,0,0,0
1158,0,0,0,0,0,0,0,0,0,SYRIA,"SYRIA:  MALATYA,DIMASHQ; LEBANON; TURKEY:  ANTAKYA",38.4,38.35,140,20000,4,0,0,0
1160,0,0,0,0,0,6.1,0,0,0,ISRAEL,ISRAEL,32,35.5,140,0,0,0,0,0
1164,0,0,0,0,0,0,0,0,0,ICELAND,"ICELAND:  SOUTHLAND,GRIMSNES",64.3,-20,120,19,1,0,0,0
1169,2,4,0,0,0,0,0,0,0,ITALY,ITALY:  SICILY:  SIRACUSA (SYRACUSE); CALABRIA,37.3,15.03,130,16000,4,0,0,0
1169,0,0,0,0,0,0,0,0,0,SYRIA,"SYRIA:  HALAB (ALEPPO),DIMASHQ (DAMASCUS)",36.2,37.2,140,80000,4,0,0,0
1171,0,0,0,0,0,0,0,0,0,LEBANON,LEBANON:  TARABULUS (TRIPOLI),34.4,35.8,140,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  SICILY,38,15,130,0,0,0,0,0
1175,7,22,0,0,0,0,0,0,0,IRAN,"IRAN:  REY (RAY),QAZVIN",35.3,51.2,140,0,3,0,0,0
1175,0,0,0,0,0,7.1,0,0,0,TURKMENISTAN,TURKMENISTAN,37.5,65.5,40,0,0,0,0,15
1176,0,0,0,0,0,0,0,0,0,IRAN,IRAN:  REY-QAZVIN,36.3,50,140,0,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,TURKEY,TURKEY:  ANTIOCH; SYRIA:DAMASCUS; LEBANON:TRIPOLIS,36.1,36.1,140,0,0,0,0,0
1180,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  ARIANO,41.1,15.1,130,0,0,0,0,0
1182,0,0,0,0,0,0,0,0,0,ICELAND,ICELAND:  SOUTHLAND,64,-21,120,11,1,0,0,0
1182,0,0,0,0,0,6.7,0,0,0,SYRIA,SYRIA:  BUSRA; ISRAEL:  PALESTINE,32.6,36.7,140,0,0,0,0,0
1183,0,0,0,0,0,0,0,0,0,SYRIA,SYRIA:  DIMASHQ; TURKEY: ANTAKYA; LEBANON: TRIPOLI,34.5,36.5,140,20000,4,0,0,0
1184,5,24,0,0,0,0,0,0,0,ITALY,ITALY:  COSENZA,39.3,16.2,130,0,0,0,0,0
1201,4,25,14,0,0,0,0,0,0,SLOVENIA,BALKANS NW:  SLOVENIA:  STYRIA,46.4,15.3,130,0,0,0,0,0
1202,5,20,0,0,0,7.6,0,7.6,0,SYRIA,SYRIA:  SOUTHWESTERN,33.5,36,140,30000,4,0,0,0
1202,7,25,0,0,0,0,0,0,0,CHINA,CHINA:  FUJIAN PROVINCE:  KIEN NAN CHAN,27.1,118.4,30,0,3,0,0,0
1208,7,16,0,0,0,6.5,0,0,0,IRAN,"IRAN:  NEYSHABUR (NEISHABUR),FIRRIM",36.3,57.6,140,0,0,0,0,0
1208,0,0,0,0,0,6.1,0,0,0,TURKMENISTAN,TURKMENISTAN:  GURGANDZHE,42,60,40,2000,4,0,0,10
1209,12,4,0,0,0,6.3,0,6.3,0,CHINA,CHINA:  SHAANXI PROVINCE:  FUSHAN,36,111.8,30,3000,4,0,0,0
1209,0,0,0,0,0,7.6,0,0,0,IRAN,IRAN:  NISHAPUR,36,58.8,140,0,0,0,0,10
1211,6,15,0,0,0,0,0,0,0,EGYPT,EGYPT:  AL-QAHIRAH (CAIRO),30.5,31.3,15,0,3,0,0,0
1219,6,2,0,0,0,6.5,0,6.5,0,CHINA,CHINA:  NINGXIA,36,106.2,30,10000,4,0,0,0
1222,5,0,0,0,0,0,0,0,0,CYPRUS,CYPRUS,34.5,33,130,0,0,0,0,0
1222,12,25,11,0,0,0,0,0,0,ITALY,ITALY:  BRESCIA,45.55,10.22,130,12000,4,0,0,0
1223,0,0,0,0,0,0,0,0,0,ITALY,ITALY:  SIPONTO,41.6,15.9,130,0,0,0,0,0
1227,7,0,0,0,0,5.5,0,5.5,0,CHINA,CHINA:  NINGXIA,38.5,106.3,30,0,0,0,0,0
1227,0,0,0,0,0,0,0,0,0,FRANCE,"FRANCE:  LAMBESC,  HIGH ALPS,PROVENCE",43.6,5.3,120,5000,4,0,0,0
1231,3,11,0,0,0,6.9,0,6.9,0,TURKEY,TURKEY: ISTANBUL (CONSTANTINOPLE),41,28.6,140,0,0,0,0,0
1231,6,1,0,0,0,0,0,0,0,ITALY,"ITALY:  S. GERMANO, MONTECASSINO",41.5,13.8,130,0,0,0,0,0
